"0xb13b281503f6ec8a837ae1a21e86a9cae368fcc5","1,522,576.964573848559033348","No"
"0x343e4f06bf240d22fbdfd4a2fe5858bc66e79f12","1,463,337.690936691730371799","No"
"0xd3be0e32147ae91378f035ff96f3e2cab96ac48b","1,310,158.519373891369245992","No"
"0xf50d2fc5c03b14a4e47e22a27bbbf6eaa62ef13f","629,880.885753255763717235","No"
"0x755b6f345045b05272e439ad8ada84547014b529","481,387.971151368553725872","No"
"0xb536c1f9a157b263b70a9a35705168acc0271742","396,305.542682795434168432","No"
"0x3ecb97dae88c33717ce92596a593b41556a2ebc0","292,670.83649454095688234","No"
"0x99588867e817023162f4d4829995299054a5fc57","263,464.785534085599797406","No"
"0xab8c35164a8e3ef302d18da953923ea31f0fe393","202,587.980375824377467883","No"
"0xba66370d96a9d61afa66283900b78c1f6ed02782","187,330.605855674439780464","No"
"0x583af38702c2a53619558acbc758a77d0c0918e9","183,800.602085364435460472","No"
"0xf7e2f39624aad83ad235a090be89b5fa861c29b8","168,847.198252282714463361","No"
"0xeba75d044a59b8d670a6ae09c255b6601e04ca9a","163,120.324747865152626229","No"
"0xa049a6260921b5ee3183cfb943133d36d7fdb668","161,330.505001887579150642","No"
"0xac6ccde03b940ebcea55115b3f573cb93cfc96c0","157,200.465248249160218389","No"
"0xa927e1e1e044ca1d9fe1854585003477331fe2af","129,332.264121311356627562","No"
"0x73197b461ea369b36d5ee96a1c9f090ef512be21","108,409.509811941863541756","No"
"0x7e71d586ad01c0bf7953eb82e7b76c1338b0068c","103,104.106404042266761095","No"
"0xc6ca172fc8bdb803c5e12731109744fb0200587b","94,189.41817857297092663","No"
"0xdbf828580b6881806c90808db04987b423722e74","86,179.916083493281787816","No"
"0x26a2abd79583155ea5d34443b62399879d42748a","83,719.357733565205656365","No"
"0x72db5eb3907b3cc44d962fdca44cfc329672bcdc","83,448.705179173468983773","No"
"0x06895d6f6680e5e8301604d5e0483a3655c547b8","81,891.775910546916167325","No"
"0x416bd9798d5214cae6f837c0a53a73beb3ced465","81,630.792940748100139606","No"
"0x6c509511672f3cdc0440c219169e4367425870a8","75,244.329470140962240024","No"
"0xf054c50a2bec31a9318a5c612e426f6f45e263be","68,350.856485511648526901","No"
"0x1b11d991f32fb59ec4ee744de68ad65d9e85b2d2","58,862.406627600841293175","No"
"0x7f5ac0fc127bcf1eaf54e3cd01b00300a0861a62","55,697.444329208536455091","No"
"0x94574cdc74a425932c1251e3d8ea9735951dc295","54,115.807206063108940599","No"
"0x07853b03360bd8de82d85e1e1e10b398650561cf","51,002.576176374404705638","No"
"0xc89a761d1a596e41d8fffe2a79cda93cf6dce028","48,002.994846284790717557","No"
"0x302c5c4eb1b7b28017e4231cc1a75c577fca0d60","42,553.935255186416602518","No"
"0x1eb802dfcc9e6d0b553c99c461f27d4000b46cef","35,229.268302105726181673","No"
"0x0aa60133b2604851f3c57067cfac2fcc3aa7fd7b","35,094.974731898550429766","No"
"0x54825778d33140fe9011dcfbbbd50b924e368fa9","31,190.713745755587969865","No"
"0x3a82f4da24f93a32dc3c2a28cfa9d6e63ec28531","30,525.533562464172859468","No"
"0xa226877393fc4e3b5f2b43a1bae3c5d72c918c2d","29,567.65605149997443822","No"
"0x4cc7f3a2d35a2f3eb5312c6fde200fa496c3fa88","29,028.710603077929632071","No"
"0x555b74dafc4ef3a5a1640041e3244460dc7610d1","28,393.285057146319027734","No"
"0x995da7dfb96b4dd1e2bd954be384a1e66cbb4b8c","28,200.020267327833412045","No"
"0x07c1e09f41f217367a85dc46f4c664d86fe42a9e","28,182.768707356268625033","No"
"0x3a931d5cf0d99a8fea48e82169c376996a21c600","27,220.116728832539064143","No"
"0x918dbf41fcde5c9eaf8a772425542587a930e643","26,350.679911829835850262","No"
