"HolderAddress","Balance","PendingBalanceUpdate"
"0x6abcb12f9b636f6edab1b17981cb9ef365b09cf2","2,847,412.7384470628","No"
"0x79e944c2ead8e0d0c52577369252bb47e7d2b1e6","923,512.078919541","No"
"0x804c4c527f3b278a1b328ebe239359e1c1008398","666,061.8319654479","No"
"0x7ac9d9627de6e1adfe55696b6127ec535fa9eedd","355,837.9560593349","No"
"0x11cf1a92bd127336b33c2ed86fe13a9ee628733f","252,843.3003233482","No"
"0x8ad2dcf82cf8fea30fa47ad961717c7184de66ce","191,515.8842450877","No"
"0x78fec0fae245e863bd7f0afb4bfd383f3ea0f015","177,553.7768654116","No"
"0xfebb27451296f94e8b2e26ad0fef098dafb760c0","173,937.8388148758","No"
"0xbb22938a4adeeda92e39e6fbd2cf8478cfa4972c","163,579.0466775625","No"
"0x93a2bc3722ca569817076c543a6e316d0dcbc30f","147,712.7859631725","No"
"0x27b5f2f3c286cb200817961d73dcc01faf083635","112,351.500062573","No"
"0x0491ff4fa55605ee727027fddd58c8f354734c05","107,425.7331788498","No"
"0xd4adc48cc01b73e38811822a94273a3f873a6395","102,526.5058750242","No"
"0xc3bc613626bd68cad057bcd85914d40de80e509e","88,201.8756304743","No"
"0x30d25f2f9c6dfa061e99c48069aaeae502f99248","85,883.6664824954","No"
"0xdb082f35440cf72695d56469acd7c2c6763d1696","83,853.7739324663","No"
"0xcfbf1809dbea9cda517e4ccda945232f965ed5fc","66,424.8652639894","No"
"0x13447ddb379011718fb48c1fceb352de93383333","66,376.3551862978","No"
"0xe6468327d24d1f19cc1093a75ccb0ab69dfeb62e","64,998.0114810262","No"
"0xdba0f30a267203b010bda96e8c40afb935d41495","63,991.9907519384","No"
"0x9dc46ca62e56928809e4c512c5e234bc25f47039","57,139.9416603908","No"
"0x687a7d120adcb07be9e41d9a5be87eef373ac4e9","54,096.7489952707","No"
"0xfb19c9cb8fbbed431a6aa73d3044f31c94c1d207","46,931.3213089946","No"
"0xebd5f0763d46a9e9f9c82404b6ad3ee0788fd662","44,319.6696398692","No"
"0x26674d44c3a4c145482dd360069a8e5fee2ec74c","43,246.963441757","No"
"0x0f1698ab6bacab4384e78b81b0587734fa82c48d","42,309.4766259231","No"
"0x9bbbe404648b2ac811d034639b3f9afb62c2c35f","41,526.0701440251","No"
"0x559ec0e52020c7dc3dabbbe473caa12d2ec52cc5","39,065.4691185404","No"
"0x275b4c539f18173c093989807e11540588234ea3","38,881.2139365338","No"
"0x86638e08dbc39ac26e8fb3b9aaeb2f14832054fd","36,614.6896575","No"
"0x8045d24153ee4bf9707af9f69e30a4abfbff04a7","35,635.8495284886","No"
"0x53af3733fe5ad12b9d777e9ccc99590826b085a3","35,099.4401722001","No"
"0x62f1b40b2dd01fcec91e4708875ab030dbe651b1","30,016.8279776228","No"
"0xd8f4a788454c882d9036ed9ce8a2d1bcbb08585a","27,886.156324547","No"
"0x61114f3dca0c863992e8faf6410d88e6b4a8ea2a","27,273.7739967227","No"
"0xfae82d1b5e45f81b49945e6876364d785cd77ef7","26,107.7153213844","No"
"0x7b200e9a1ce2a95fa74fcabccad20e230340b9b5","25,140.9868331731","No"
"0x5dd0c53da7393f380ec2247fe8529b0579954fb1","22,935.6546236931","No"
"0xec26a697c7560eeeadc7bd2f6b8b8008e78429ac","22,593.5818891997","No"
"0xbcb1a98e7586be5a6259859e5022a0ee6b4973d0","22,450.4282780861","No"
"0xb0adf15dfa01e2a97c28de3ec4e66bec1ea55903","20,094.2385580332","No"
"0xf51d34d00f181d70ea5f29ab941244cda2969b23","18,295.847970028","No"
"0xc96988e235e71bc15ce62804179efa36fa14c6b1","17,851.3281944282","No"
"0xcc6b4d8c5dcd803428c97eeb166852be2a755ce4","17,550.1426157351","No"
"0x17b2bb7f834dfae79a551f1bfb8630020b6be93d","17,499.893549974","No"
"0x8517278d4c82f27eebdef5f491464ec39b1abccc","17,372.8400698708","No"
"0x1ec677c371ac91253f4cdcff9e8882a8512dd4d0","16,752.9379672265","No"
"0x5b0ebeeb8c03926bcfb206e66a20ea0b7972aabf","16,134.8824014142","No"
"0xdedec9af2c98904e6d23523251e2edf6cb6a68ce","15,062.8285196562","No"
"0x39738a182fe339700d30be772d20322a7035462a","15,000","No"
"0xe35dce36feb0ab93d4d66832fe85fc1ca8023304","14,101.6100085279","No"
"0x97703f850b26fb514ee9a5864aaaad35bcf52269","13,541.5746364238","No"
"0xe4ff210dd58defe08806163964861c4a262c070f","12,897.2878525169","No"
"0x1af6a427f7a117135043009108f07d33b55a985c","11,813.0988015702","No"
"0xce86f05a3568fc973c51c3cf76850df456391f14","11,799.6218032683","No"
"0xeb22d60fddbc571a3b552defa9f3c2079c195edb","11,758.5860305041","No"
"0x8b7fecfdcd6ae4e7f15168d58896515879d7cd5d","10,088.8576689325","No"
"0xb4c7cada6a908bb81353e748a38637043d78306b","9,999.0354503875","No"
"0x1cdff72289728df607af126d505791c403427acf","9,694.5651395919","No"
"0x341396d458060aba2ba7ebf1aecf2aab7aea878f","9,638.8510366819","No"
"0x0e085f5400177ff12cd455419a477f5e4d4076b0","9,200.6923974279","No"
"0x966d35960c00c20c1911bf2692c278267add139d","8,710.2617452392","No"
"0xc610fb0f2a4beff8ab603a385b3209e13f999d54","8,441.349069362","No"
"0x6cc5358fc9fc55a3dc82e935a36c73d3517c660a","8,365.6057552744","No"
"0x545e9c403c9b1bdf2a995de49333693b3ae7f3d2","8,330.2301093447","No"
"0x01e95ffab984fbae1c829de5402f5a09e7337b95","8,225.99","No"
"0x88095aa8bb8ae41d9de2a19b073b5805edb0963e","7,634.2872368834","No"
"0x44e4728747a27966c1f86dc894a2dcc45723770b","7,046.3501637067","No"
"0xfa5e8ad3b7439634099bcd630c5a4653d6a6e62d","6,988.2685576389","No"
"0x57e051822319bdb0114ab70b1a90f9d2250118fa","6,934.3580721705","No"
"0xf137887245b005e4f5170cc370ee7b0f180af8f8","6,799.4020250011","No"
"0xfe957aa0f344b8007ba959ff70c3df029234c19e","6,715.094956128","No"
"0x5442e9bcafcceae66cc092a78af1cf5e4ec74fa5","6,495.3442871444","No"
"0xe3e21e290544471facac5b9fb51127b1a0725710","6,141.4739822704","No"
"0x504eb8f06a67df7ce4e0f4a4dad6064db21be3f6","6,132.1037815195","No"
"0x5b4be382812c48131d534080539bb0393c572d3e","5,606.0176518262","No"
"0xbe15ce794e5fb553bbd05f7bf276475658dbe3e3","5,584.2221760823","No"
"0x8a1672ac9e44c0199dffce8830a29452f3eb01b9","5,393.5343393247","No"
"0x598f32d09a13a095b472066c7c77165aff45fe43","5,302.5712184135","No"
"0xa3529e1f877a9453aa6053d66d7d4f07827e8e86","5,228.4553063485","No"
"0x3adb136fa25bb866ba28812ff1538802a9607c5e","5,214.8003535929","No"
"0x91c5912c941114a57b967c2e44f5138444add961","5,013.2999495487","No"
"0x438db8118515ce27eff236354a5252db227b0323","4,529.7901813564","No"
"0xf4af21b27f703b462c9907583974cc084ec8b84f","4,316.3554058323","No"
"0x40e7cbcf16689f1819f3d2f7dfc7bfd5a7b9c911","4,274.069965029","No"
"0xe26f09698c01efca07c51684ef7d90a688021399","3,980.1972660916","No"
"0xf818b3c440f5fe568a719cf9f787a650d3e68bb3","3,773.2989203838","No"
"0x1e70f2042f344a5bf9d455e24c48da92e5447f43","3,487.6894608794","No"
"0x784eb5c63a81d4d2ffa5049260e2fd29380e12d5","3,463.1242883598","No"
"0x377e59bf88518fbbf9db7159b95928ccba60f8ff","3,382.5768694121","No"
"0xee732612a156f3f4a95fd00f5d5295987122b2aa","3,234.522436072","No"
"0x7375b1f0e4d204e611b128008b28782dcd8eb777","3,172.3982705048","No"
"0x8bac8323c90f4e1907b671350c7ce8200d059e9e","3,038.6646124098","No"
"0x022d306f5f36d4a856e6e67f32d8f67a816f7ab7","2,821.235409584","No"
"0xbe7ee03a053139c3253a157b2c3812dc6b993d10","2,673.933217546","No"
"0x6f01d88f39f59df4194994b4d3078498dfa8605b","2,390.9323746031","No"
"0xbc5b5ddd713e64dfe25647c19d12425f506a1455","2,051.4417064552","No"
"0x3aab6779d50181ce73a1fe5b2f545a09eb70eec8","2,042.7767137729","No"
"0x772eb3f4c9a79f4aedb2a60d1bf405eead66781d","2,000","No"
"0x7ad65efc60d2616ef1bcc6ba78a8dc701eab3d14","2,000","No"
"0x7b52d7ef36079431b2cd1464fa024ff3e3ce5bbe","2,000","No"
"0xc5dddabdc599f98dfeeb6adaaf11e66aeb7d8643","2,000","No"
"0xdef6b6570c6a45b15d8062d3d89e6b1454fa089a","1,863.4334665515","No"
"0xf3521de8b160bf2efb71840638c146ba6d4dc495","1,600.1051793293","No"
"0x275ac687ea551b5d7489ebec79b9cebeac70da43","1,540.3207096379","No"
"0x0b55e064663ff0307f6a11e39a842f27c34aac31","1,508.1028098861","No"
"0xc51f8713c4845b0c1b341a9914a16196a3d9f1ae","1,296.1136185906","No"
"0x82768d69c3867075acac8f87096e8d4f4b12bc6f","1,284.0575482111","No"
"0xb1ada07429be198ec3794a933560116b29356d95","1,279.9632195644","No"
"0xdd3c0f408cad52ca1224cb52b97daea58b443fc1","1,143.5639516661","No"
"0xe7bf37ffa97d67e460432cc4491159969c8258c3","1,093.1987184964","No"
"0xd672f5e0df40318474aa89f17afcf99746bc6374","1,061.3307485854","No"
"0xd7079a565758d35898751d56292733c2a26d09d5","1,058.8230666019","No"
"0xc5f103fb2b831d461465cd80cc7fc09ec5e36051","1,033.695302413","No"
"0x7d47e98f622c7a3d143f0823e8c095312bb48563","1,026.4283058178","No"
"0x324f2791ea36376570775b933cc8adda38fc28f2","1,018.9452873753","No"
"0x78e88b3a912edd7c02b5990bb3c6df08118fa741","961.4275512333","No"
"0x2481dca4be4455b687fbcd84e9aed50e57a3b2e5","938.9366499635","No"
"0xd87fd9ec2279e3b7910c8907fb9c57bf7b830f51","881.5221712162","No"
"0x07b49846fa0ee43f1fad6483dc945fd3db07f02c","852.501709376","No"
"0x06926d157b1ba0594f277b93f89e3c5e0942a976","804.1687698836","No"
"0xc94685d56096a51e3f6212f96d44c9e3f73450a4","800","No"
"0xc36fc41b5146ebb14334ddd84c3ba1390ff3a99b","774.139730321","No"
"0x4bf82924c89ab4e10ce9b71cd005e80bdd635011","737.9239896477","No"
"0xe93d6fb62bb4be720cd6fefa3d0d9df7bf36a462","551.7452304093","No"
"0x4b0a162d98be3025063fc888a59612dc7cd1c5b8","540.8228850447","No"
"0xc2935222aa4e1fc767718ed5d2f9ba4dd13a7c4b","504.2602960858","No"
"0xe69593aaf0220807e412ad3c84e74c8ddb340ba8","503.3652044125","No"
"0x23bca3f361c89a4da94784dc26b70dd04b5558e0","500.0073964478","No"
"0x43946bf3889651bdbc69140106389cb4b11bff01","494.3143668032","No"
"0x3d43d235517f3bc40212e9fbc483b9cc72fb911f","493.4172515647","No"
"0xeeaf9f8e7a42273d091dd89091b16d3cf08b8101","487.4671437721","No"
"0x923e03a5fbfc9e4aa36ab3254abccb66199ccae7","408.60447443","No"
"0x7f56dafa59b0c13077c34c69a594083241bbd86f","393.532263096","No"
"0x37698e1ec21bfc857d6c8e913472f7fa0da4400b","331.3322476175","No"
"0x7fb7c68da5b3756f01a6c7b945f5bb53411029ca","233.522180123","No"
"0xa89c95274d0ada21d068095157af88e368dcb9b0","223.8701959956","No"
"0x696cd5133ba1e52b8796babdab3c25f62c003792","183.1848170754","No"
"0x04b970b2539e98755438e6da19b204f102dde11e","181.1193657474","No"
"0x26c4d766d4eaea99ae6240fe736dee23c06a8c19","144.2744667723","No"
"0xcf6d2f6e2839ac50f49a76c1da88f82f62d29b74","126.7168889256","No"
"0xde02c5f6f331d54e653f9226ede3f0dac321c1e2","112.8050161522","No"
"0x8b263418b5388eb45b77dd912d9bf750b18456c4","107.0214249564","No"
"0x8f7131da7c374566ad3084049d4e1806ed183a27","100","No"
"0xd0f76da9e4100c065a30c42ffb2aeb0c5fa923bb","100","No"
"0xe3e6d2a6218d653a506defa39e26496ab94e7f6d","99.0678397325","No"
"0x742a03198fc2cb0c349accb756af0f1e8198e4d2","94.3418795543","No"
"0x3ba425af9e1e92ff5e64cd3ccaa48f34c53ed918","87.2193377548","No"
"0xea91b5e687a490380c52d264d5d36558d79f4188","80.9671988432","No"
"0xae8ac3b375d7e3d0b5615ba20c15eb2979ecd460","73.8829515477","No"
"0x55160f890ecc8cba925029e1d70e64cb9ca1e25d","69.6231231893","No"
