"HolderAddress","Balance","PendingBalanceUpdate"
"0xd16c1818351ab1be2326a5b336d8e8ec2eab01d5","1,092,895.285027743608875697","No"
"0xdd228d01e11041050be93fcfaf3005930782810e","173,991.990077772111406142","No"
"0x4812f37e764af22c1795b81d1d81e295caf1b34b","77,507.23742293064462546","No"
"0x9e725e0916675bb4f7c00a3cecfde4f50b932cc6","73,727.219276200020078533","No"
"0x8e693edbbfbd115a36c438a02584a23c36c32919","50,426.204684170202331497","No"
"0xd73405af9eefad3e5ad6de1f8ef7ec709b0d223f","41,334.55621750316248041","No"
"0xd7a1c535965aa05a422b44c99921371f58807fae","40,000.000000000116788806","No"
"0xeafe48008ae2f778d42b2475e77a0eb94b4270a6","37,877.933326187321519702","No"
"0x3be7eddb59f23adec733a8981f4d8a44e430bf90","36,685.561075914638774376","No"
"0xe8a4e69a7fc316dbc4157e4c136a9cdf1a67e3d5","35,922.935376643017249641","No"
"0xebb2bc8fe139a025eef021f19641a60fcece3dc2","29,150.977232118333376815","No"
"0x2b83da50c013c6e5753c76e5b6aea4252ecea9f7","26,841.875903953255512853","No"
"0xa6f1a02680bf06577582d88a698e5e7412302eb8","26,722.724511064982918069","No"
"0xb5da10242086033e0b769982e665721f33a6ee05","25,318.582152380125407594","No"
"0x8b9a0e4ec3a130780c539000316abd0295e94ac4","25,141.567839003818099979","No"
"0x725cfb416801c5cb73d3b00a47810600158bd05a","24,874.456027695132111028","No"
"0x7858ff3f6b02d497cb9848d68e8f9e58714678f0","23,646.356028214302711623","No"
"0xd27cece5ce8b4f6fa47a160105d842f97aee227d","23,473.872830393019753698","No"
"0x67e7d7af3e60df241f6abee0efb68507fc429ac6","23,233.414415940510830511","No"
"0x06d30a163d5e330d7b678e94c43b1d06d3c5d5eb","20,028.092474176174139387","No"
"0x1586f51bd5f628e1febebe3f48eda83ff9f1d388","18,519.920140552627375819","No"
"0x7259c42943b7ad892eeab437a6b3ddb3c6987147","18,404.429883238257372246","No"
"0xfcfbaa547188fc16a7713ad0d7d510278a5e3818","16,690.578948191361799746","No"
"0x5e56f3b8ae55be270b88e154c6577cddad37b95d","16,035.856141372153716144","No"
"0x0bada0508be02e19bf752fe3fabc9edac3300004","15,165.375393159035593735","No"
"0x44e4728747a27966c1f86dc894a2dcc45723770b","14,524.537499875419786312","No"
"0xc280b576e92212b0450558094969f7cc928892e4","14,325.700387510459585318","No"
"0x0cb8a62cb4be34b6dae3d5e5700985b70834e850","13,851.70902863471080556","No"
"0x563ef0c200c5798c64c34b9dc686d3116356d7ae","13,820.993144348394398741","No"
"0xeb22d60fddbc571a3b552defa9f3c2079c195edb","13,796.005657373923766544","No"
"0x92d3bab18ed830301f68ad8e0355ce5b5a13a5d2","13,114.914274277667318905","No"
"0xe72f68ec71768b84e1fc2b7dab7404685c8681c2","13,003.227554711336408274","No"
